0.598,0.184,
0.164,0.185,
0.092,0.185,
0.092,0.200,
0.092,0.200,
0.166,0.200,
0.164,0.185,
0.697,0.184,
0.674,0.184,
0.674,0.199,
0.674,0.199,
0.698,0.199,
0.697,0.184,
0.260,0.531,
0.260,0.504,
0.194,0.504,
0.194,0.504,
0.186,0.530,
0.260,0.531,
0.198,0.389,
0.259,0.390,
0.259,0.364,
0.259,0.364,
0.189,0.361,
0.198,0.389,
0.596,0.345,
0.596,0.357,
0.674,0.357,
0.674,0.357,
0.674,0.345,
0.596,0.345,
0.092,0.345,
0.092,0.358,
0.164,0.358,
0.164,0.358,
0.166,0.343,
0.092,0.345,
0.674,0.345,
0.674,0.357,
0.697,0.357,
0.697,0.357,
0.697,0.345,
0.674,0.345,
0.197,0.164,
0.189,0.188,
0.257,0.186,
0.257,0.186,
0.257,0.161,
0.197,0.164,
0.195,0.106,
0.257,0.106,
0.257,0.048,
0.257,0.048,
0.192,0.046,
0.195,0.106,
0.092,0.200,
0.020,0.200,
0.020,0.247,
0.020,0.247,
0.092,0.247,
0.092,0.200,
0.186,0.346,
0.189,0.361,
0.259,0.364,
0.259,0.364,
0.259,0.351,
0.186,0.346,
0.186,0.247,
0.186,0.346,
0.259,0.351,
0.259,0.351,
0.258,0.247,
0.186,0.247,
0.186,0.346,
0.166,0.343,
0.164,0.358,
0.164,0.358,
0.189,0.361,
0.186,0.346,
0.166,0.247,
0.166,0.343,
0.186,0.346,
0.186,0.346,
0.186,0.247,
0.166,0.247,
0.257,0.186,
0.189,0.188,
0.185,0.200,
0.185,0.200,
0.258,0.200,
0.257,0.186,
0.189,0.188,
0.164,0.185,
0.166,0.200,
0.166,0.200,
0.185,0.200,
0.189,0.188,
0.258,0.247,
0.258,0.200,
0.185,0.200,
0.185,0.200,
0.186,0.247,
0.258,0.247,
0.185,0.200,
0.166,0.200,
0.166,0.247,
0.166,0.247,
0.186,0.247,
0.185,0.200,
0.192,0.046,
0.171,0.037,
0.174,0.106,
0.174,0.106,
0.195,0.106,
0.192,0.046,
0.197,0.164,
0.195,0.106,
0.174,0.106,
0.174,0.106,
0.177,0.173,
0.197,0.164,
0.197,0.164,
0.257,0.161,
0.257,0.106,
0.257,0.106,
0.195,0.106,
0.197,0.164,
0.192,0.046,
0.257,0.048,
0.256,0.024,
0.256,0.024,
0.186,0.025,
0.192,0.046,
0.259,0.470,
0.259,0.467,
0.247,0.463,
0.247,0.463,
0.244,0.465,
0.259,0.470,
0.246,0.440,
0.248,0.444,
0.259,0.439,
0.259,0.439,
0.259,0.435,
0.246,0.440,
0.241,0.451,
0.245,0.452,
0.248,0.444,
0.248,0.444,
0.246,0.440,
0.241,0.451,
0.244,0.465,
0.247,0.463,
0.245,0.452,
0.245,0.452,
0.241,0.451,
0.244,0.465,
0.092,0.345,
0.092,0.247,
0.020,0.247,
0.020,0.247,
0.019,0.345,
0.092,0.345,
0.348,0.515,
0.325,0.504,
0.333,0.530,
0.328,0.360,
0.321,0.389,
0.341,0.377,
0.326,0.187,
0.337,0.172,
0.316,0.163,
0.342,0.037,
0.326,0.024,
0.321,0.045,
0.171,0.516,
0.186,0.530,
0.194,0.504,
0.189,0.361,
0.177,0.378,
0.198,0.389,
0.189,0.188,
0.197,0.164,
0.177,0.173,
0.171,0.037,
0.192,0.046,
0.186,0.025,
0.720,0.661,
0.742,0.660,
0.742,0.637,
0.742,0.637,
0.720,0.638,
0.720,0.661,
0.700,0.661,
0.700,0.641,
0.687,0.643,
0.687,0.643,
0.687,0.661,
0.700,0.661,
0.686,0.636,
0.680,0.636,
0.681,0.644,
0.681,0.644,
0.687,0.643,
0.686,0.636,
0.720,0.638,
0.742,0.637,
0.742,0.629,
0.742,0.629,
0.720,0.630,
0.720,0.638,
0.700,0.641,
0.699,0.634,
0.686,0.636,
0.686,0.636,
0.687,0.643,
0.700,0.641,
0.721,0.683,
0.721,0.730,
0.742,0.730,
0.742,0.730,
0.742,0.683,
0.721,0.683,
0.686,0.684,
0.684,0.730,
0.697,0.730,
0.697,0.730,
0.699,0.684,
0.686,0.684,
0.305,0.641,
0.313,0.617,
0.302,0.612,
0.302,0.612,
0.294,0.640,
0.305,0.641,
0.305,0.641,
0.294,0.640,
0.294,0.645,
0.294,0.645,
0.306,0.647,
0.305,0.641,
0.294,0.645,
0.295,0.661,
0.306,0.659,
0.306,0.659,
0.306,0.647,
0.294,0.645,
0.295,0.661,
0.252,0.660,
0.252,0.688,
0.252,0.688,
0.296,0.688,
0.295,0.661,
0.252,0.660,
0.295,0.661,
0.294,0.645,
0.294,0.645,
0.252,0.639,
0.252,0.660,
0.699,0.684,
0.700,0.661,
0.687,0.661,
0.687,0.661,
0.686,0.684,
0.699,0.684,
0.721,0.683,
0.742,0.683,
0.742,0.660,
0.742,0.660,
0.720,0.661,
0.721,0.683,
0.271,0.636,
0.252,0.639,
0.294,0.645,
0.294,0.645,
0.294,0.640,
0.271,0.636,
0.307,0.688,
0.306,0.659,
0.295,0.661,
0.295,0.661,
0.296,0.688,
0.307,0.688,
0.720,0.638,
0.720,0.630,
0.699,0.634,
0.699,0.634,
0.700,0.641,
0.720,0.638,
0.720,0.661,
0.720,0.638,
0.700,0.641,
0.700,0.641,
0.700,0.661,
0.720,0.661,
0.721,0.683,
0.720,0.661,
0.700,0.661,
0.700,0.661,
0.699,0.684,
0.721,0.683,
0.699,0.684,
0.697,0.730,
0.721,0.730,
0.721,0.730,
0.721,0.683,
0.699,0.684,
0.677,0.779,
0.672,0.795,
0.688,0.796,
0.688,0.796,
0.691,0.779,
0.677,0.779,
0.313,0.730,
0.300,0.730,
0.305,0.764,
0.305,0.764,
0.319,0.764,
0.313,0.730,
0.681,0.764,
0.677,0.779,
0.691,0.779,
0.691,0.779,
0.694,0.764,
0.681,0.764,
0.684,0.730,
0.659,0.730,
0.655,0.764,
0.655,0.764,
0.681,0.764,
0.684,0.730,
0.721,0.764,
0.742,0.764,
0.742,0.730,
0.742,0.730,
0.721,0.730,
0.721,0.764,
0.261,0.810,
0.264,0.811,
0.281,0.806,
0.281,0.806,
0.278,0.800,
0.261,0.810,
0.653,0.779,
0.652,0.794,
0.672,0.795,
0.672,0.795,
0.677,0.779,
0.653,0.779,
0.300,0.730,
0.252,0.730,
0.252,0.764,
0.252,0.764,
0.305,0.764,
0.300,0.730,
0.694,0.764,
0.697,0.730,
0.684,0.730,
0.684,0.730,
0.681,0.764,
0.694,0.764,
0.720,0.799,
0.742,0.799,
0.742,0.788,
0.742,0.788,
0.721,0.790,
0.720,0.799,
0.694,0.764,
0.691,0.779,
0.721,0.779,
0.721,0.779,
0.721,0.764,
0.694,0.764,
0.742,0.779,
0.742,0.764,
0.721,0.764,
0.721,0.764,
0.721,0.779,
0.742,0.779,
0.655,0.764,
0.653,0.779,
0.677,0.779,
0.677,0.779,
0.681,0.764,
0.655,0.764,
0.305,0.764,
0.252,0.764,
0.252,0.779,
0.252,0.779,
0.308,0.779,
0.305,0.764,
0.308,0.779,
0.322,0.779,
0.319,0.764,
0.319,0.764,
0.305,0.764,
0.308,0.779,
0.310,0.796,
0.325,0.795,
0.322,0.779,
0.322,0.779,
0.308,0.779,
0.310,0.796,
0.721,0.764,
0.721,0.730,
0.697,0.730,
0.697,0.730,
0.694,0.764,
0.721,0.764,
0.721,0.790,
0.721,0.779,
0.691,0.779,
0.691,0.779,
0.688,0.796,
0.721,0.790,
0.742,0.788,
0.742,0.779,
0.721,0.779,
0.721,0.779,
0.721,0.790,
0.742,0.788,
0.672,0.795,
0.672,0.802,
0.686,0.803,
0.686,0.803,
0.688,0.796,
0.672,0.795,
0.346,0.802,
0.346,0.795,
0.325,0.795,
0.325,0.795,
0.325,0.802,
0.346,0.802,
0.312,0.802,
0.325,0.802,
0.325,0.795,
0.325,0.795,
0.310,0.796,
0.312,0.802,
0.312,0.802,
0.310,0.796,
0.278,0.800,
0.278,0.800,
0.281,0.806,
0.312,0.802,
0.261,0.810,
0.278,0.800,
0.252,0.799,
0.252,0.799,
0.252,0.810,
0.261,0.810,
0.716,0.807,
0.730,0.809,
0.733,0.807,
0.733,0.807,
0.720,0.799,
0.716,0.807,
0.686,0.803,
0.716,0.807,
0.720,0.799,
0.720,0.799,
0.688,0.796,
0.686,0.803,
0.296,0.688,
0.300,0.730,
0.313,0.730,
0.313,0.730,
0.307,0.688,
0.296,0.688,
0.296,0.688,
0.252,0.688,
0.252,0.730,
0.252,0.730,
0.300,0.730,
0.296,0.688,
0.684,0.730,
0.686,0.684,
0.666,0.689,
0.666,0.689,
0.659,0.730,
0.684,0.730,
0.728,0.623,
0.720,0.630,
0.742,0.629,
0.742,0.629,
0.742,0.626,
0.728,0.623,
0.268,0.627,
0.252,0.628,
0.252,0.632,
0.252,0.632,
0.271,0.636,
0.268,0.627,
0.268,0.627,
0.271,0.636,
0.282,0.624,
0.282,0.624,
0.276,0.623,
0.268,0.627,
0.275,0.613,
0.276,0.623,
0.282,0.624,
0.282,0.624,
0.284,0.607,
0.275,0.613,
0.312,0.642,
0.305,0.641,
0.306,0.647,
0.306,0.647,
0.313,0.649,
0.312,0.642,
0.316,0.619,
0.313,0.617,
0.305,0.641,
0.305,0.641,
0.312,0.642,
0.316,0.619,
0.321,0.680,
0.307,0.688,
0.333,0.688,
0.278,0.800,
0.308,0.779,
0.252,0.779,
0.252,0.779,
0.252,0.799,
0.278,0.800,
0.763,0.661,
0.764,0.638,
0.742,0.637,
0.742,0.637,
0.742,0.660,
0.763,0.661,
0.796,0.645,
0.783,0.641,
0.783,0.661,
0.783,0.661,
0.796,0.661,
0.796,0.645,
0.802,0.647,
0.803,0.639,
0.797,0.638,
0.797,0.638,
0.796,0.645,
0.802,0.647,
0.742,0.629,
0.742,0.637,
0.764,0.638,
0.764,0.638,
0.763,0.630,
0.742,0.629,
0.783,0.641,
0.796,0.645,
0.797,0.638,
0.797,0.638,
0.784,0.634,
0.783,0.641,
0.762,0.683,
0.742,0.683,
0.742,0.730,
0.742,0.730,
0.762,0.730,
0.762,0.683,
0.786,0.730,
0.799,0.730,
0.796,0.686,
0.796,0.686,
0.784,0.684,
0.786,0.730,
0.199,0.641,
0.210,0.640,
0.202,0.612,
0.202,0.612,
0.191,0.617,
0.199,0.641,
0.199,0.641,
0.198,0.647,
0.210,0.645,
0.210,0.645,
0.210,0.640,
0.199,0.641,
0.198,0.659,
0.209,0.661,
0.210,0.645,
0.210,0.645,
0.198,0.647,
0.198,0.659,
0.252,0.688,
0.252,0.660,
0.209,0.661,
0.209,0.661,
0.208,0.688,
0.252,0.688,
0.252,0.660,
0.252,0.639,
0.210,0.645,
0.210,0.645,
0.209,0.661,
0.252,0.660,
0.784,0.684,
0.796,0.686,
0.796,0.661,
0.796,0.661,
0.783,0.661,
0.784,0.684,
0.762,0.683,
0.763,0.661,
0.742,0.660,
0.742,0.660,
0.742,0.683,
0.762,0.683,
0.252,0.639,
0.252,0.632,
0.233,0.636,
0.209,0.661,
0.198,0.659,
0.197,0.688,
0.197,0.688,
0.208,0.688,
0.209,0.661,
0.764,0.638,
0.783,0.641,
0.784,0.634,
0.784,0.634,
0.763,0.630,
0.764,0.638,
0.783,0.641,
0.764,0.638,
0.763,0.661,
0.763,0.661,
0.783,0.661,
0.783,0.641,
0.783,0.661,
0.763,0.661,
0.762,0.683,
0.762,0.683,
0.784,0.684,
0.783,0.661,
0.762,0.730,
0.786,0.730,
0.784,0.684,
0.784,0.684,
0.762,0.683,
0.762,0.730,
0.795,0.796,
0.811,0.795,
0.806,0.779,
0.806,0.779,
0.792,0.779,
0.795,0.796,
0.199,0.764,
0.204,0.730,
0.191,0.730,
0.191,0.730,
0.185,0.764,
0.199,0.764,
0.802,0.764,
0.789,0.764,
0.792,0.779,
0.792,0.779,
0.806,0.779,
0.802,0.764,
0.185,0.764,
0.191,0.730,
0.166,0.730,
0.166,0.730,
0.158,0.764,
0.185,0.764,
0.762,0.764,
0.762,0.730,
0.742,0.730,
0.742,0.730,
0.742,0.764,
0.762,0.764,
0.223,0.806,
0.240,0.811,
0.242,0.810,
0.242,0.810,
0.226,0.800,
0.223,0.806,
0.830,0.779,
0.806,0.779,
0.811,0.795,
0.811,0.795,
0.831,0.794,
0.830,0.779,
0.252,0.764,
0.252,0.730,
0.204,0.730,
0.204,0.730,
0.199,0.764,
0.252,0.764,
0.799,0.730,
0.786,0.730,
0.789,0.764,
0.789,0.764,
0.802,0.764,
0.799,0.730,
0.742,0.788,
0.742,0.799,
0.764,0.799,
0.764,0.799,
0.762,0.790,
0.742,0.788,
0.789,0.764,
0.762,0.764,
0.762,0.779,
0.762,0.779,
0.792,0.779,
0.789,0.764,
0.762,0.764,
0.742,0.764,
0.742,0.779,
0.742,0.779,
0.762,0.779,
0.762,0.764,
0.828,0.764,
0.802,0.764,
0.806,0.779,
0.806,0.779,
0.830,0.779,
0.828,0.764,
0.252,0.779,
0.252,0.764,
0.199,0.764,
0.199,0.764,
0.196,0.779,
0.252,0.779,
0.196,0.779,
0.199,0.764,
0.185,0.764,
0.185,0.764,
0.182,0.779,
0.196,0.779,
0.193,0.796,
0.196,0.779,
0.182,0.779,
0.182,0.779,
0.179,0.795,
0.193,0.796,
0.786,0.730,
0.762,0.730,
0.762,0.764,
0.762,0.764,
0.789,0.764,
0.786,0.730,
0.762,0.790,
0.795,0.796,
0.792,0.779,
0.792,0.779,
0.762,0.779,
0.762,0.790,
0.742,0.788,
0.762,0.790,
0.762,0.779,
0.762,0.779,
0.742,0.779,
0.742,0.788,
0.811,0.795,
0.795,0.796,
0.797,0.803,
0.797,0.803,
0.811,0.802,
0.811,0.795,
0.831,0.794,
0.811,0.795,
0.811,0.802,
0.811,0.802,
0.831,0.802,
0.831,0.794,
0.192,0.802,
0.193,0.796,
0.179,0.795,
0.179,0.795,
0.179,0.802,
0.192,0.802,
0.226,0.800,
0.193,0.796,
0.192,0.802,
0.192,0.802,
0.223,0.806,
0.226,0.800,
0.242,0.810,
0.252,0.810,
0.252,0.799,
0.252,0.799,
0.226,0.800,
0.242,0.810,
0.750,0.807,
0.753,0.809,
0.767,0.807,
0.767,0.807,
0.764,0.799,
0.750,0.807,
0.764,0.799,
0.767,0.807,
0.797,0.803,
0.797,0.803,
0.795,0.796,
0.764,0.799,
0.802,0.764,
0.828,0.764,
0.824,0.730,
0.824,0.730,
0.799,0.730,
0.802,0.764,
0.191,0.730,
0.204,0.730,
0.208,0.688,
0.208,0.688,
0.197,0.688,
0.191,0.730,
0.208,0.688,
0.204,0.730,
0.252,0.730,
0.252,0.730,
0.252,0.688,
0.208,0.688,
0.799,0.730,
0.824,0.730,
0.819,0.692,
0.819,0.692,
0.796,0.686,
0.799,0.730,
0.742,0.629,
0.763,0.630,
0.755,0.623,
0.755,0.623,
0.742,0.626,
0.742,0.629,
0.236,0.627,
0.233,0.636,
0.252,0.632,
0.252,0.632,
0.252,0.628,
0.236,0.627,
0.236,0.627,
0.228,0.623,
0.222,0.624,
0.222,0.624,
0.233,0.636,
0.236,0.627,
0.229,0.613,
0.220,0.607,
0.222,0.624,
0.222,0.624,
0.228,0.623,
0.229,0.613,
0.192,0.642,
0.191,0.649,
0.198,0.647,
0.198,0.647,
0.199,0.641,
0.192,0.642,
0.199,0.641,
0.191,0.617,
0.188,0.619,
0.188,0.619,
0.192,0.642,
0.199,0.641,
0.181,0.685,
0.169,0.688,
0.197,0.688,
0.226,0.800,
0.252,0.799,
0.252,0.779,
0.252,0.779,
0.196,0.779,
0.226,0.800,
0.282,0.624,
0.271,0.636,
0.294,0.640,
0.721,0.790,
0.688,0.796,
0.720,0.799,
0.308,0.779,
0.278,0.800,
0.310,0.796,
0.733,0.807,
0.742,0.806,
0.742,0.799,
0.733,0.807,
0.742,0.799,
0.720,0.799,
0.302,0.612,
0.284,0.607,
0.282,0.624,
0.282,0.624,
0.294,0.640,
0.302,0.612,
0.306,0.647,
0.306,0.659,
0.313,0.649,
0.313,0.649,
0.306,0.659,
0.318,0.675,
0.679,0.670,
0.675,0.677,
0.686,0.684,
0.679,0.670,
0.686,0.684,
0.687,0.661,
0.681,0.644,
0.687,0.661,
0.687,0.643,
0.321,0.680,
0.318,0.675,
0.307,0.688,
0.306,0.659,
0.307,0.688,
0.318,0.675,
0.687,0.661,
0.681,0.644,
0.679,0.670,
0.222,0.624,
0.210,0.640,
0.233,0.636,
0.762,0.790,
0.764,0.799,
0.795,0.796,
0.196,0.779,
0.193,0.796,
0.226,0.800,
0.750,0.807,
0.742,0.799,
0.742,0.806,
0.750,0.807,
0.764,0.799,
0.742,0.799,
0.202,0.612,
0.222,0.624,
0.220,0.607,
0.222,0.624,
0.202,0.612,
0.210,0.640,
0.198,0.647,
0.191,0.649,
0.198,0.659,
0.191,0.649,
0.185,0.677,
0.198,0.659,
0.804,0.673,
0.796,0.686,
0.807,0.679,
0.804,0.673,
0.796,0.661,
0.796,0.686,
0.802,0.647,
0.796,0.645,
0.796,0.661,
0.181,0.685,
0.197,0.688,
0.185,0.677,
0.198,0.659,
0.185,0.677,
0.197,0.688,
0.796,0.661,
0.804,0.673,
0.802,0.647,
0.554,0.643,
0.554,0.671,
0.601,0.671,
0.601,0.671,
0.601,0.643,
0.554,0.643,
0.449,0.648,
0.400,0.648,
0.400,0.675,
0.400,0.675,
0.449,0.675,
0.449,0.648,
0.554,0.612,
0.554,0.636,
0.601,0.636,
0.601,0.636,
0.601,0.612,
0.554,0.612,
0.670,0.681,
0.675,0.677,
0.673,0.676,
0.673,0.676,
0.666,0.682,
0.670,0.681,
0.675,0.643,
0.668,0.643,
0.667,0.671,
0.667,0.671,
0.675,0.669,
0.675,0.643,
0.330,0.675,
0.330,0.648,
0.321,0.648,
0.321,0.648,
0.323,0.673,
0.330,0.675,
0.666,0.612,
0.668,0.636,
0.674,0.637,
0.674,0.637,
0.670,0.612,
0.666,0.612,
0.554,0.671,
0.554,0.677,
0.601,0.677,
0.601,0.677,
0.601,0.671,
0.554,0.671,
0.681,0.644,
0.680,0.636,
0.674,0.637,
0.674,0.637,
0.675,0.643,
0.681,0.644,
0.449,0.642,
0.400,0.642,
0.400,0.648,
0.400,0.648,
0.449,0.648,
0.449,0.642,
0.323,0.673,
0.318,0.675,
0.321,0.680,
0.321,0.680,
0.325,0.679,
0.323,0.673,
0.601,0.671,
0.601,0.677,
0.648,0.677,
0.648,0.677,
0.648,0.671,
0.601,0.671,
0.350,0.648,
0.400,0.648,
0.400,0.642,
0.400,0.642,
0.350,0.642,
0.350,0.648,
0.675,0.669,
0.673,0.676,
0.675,0.677,
0.675,0.677,
0.679,0.670,
0.675,0.669,
0.321,0.648,
0.321,0.642,
0.312,0.642,
0.312,0.642,
0.313,0.649,
0.321,0.648,
0.350,0.682,
0.350,0.693,
0.400,0.698,
0.400,0.698,
0.400,0.682,
0.350,0.682,
0.648,0.643,
0.648,0.636,
0.601,0.636,
0.601,0.636,
0.601,0.643,
0.648,0.643,
0.350,0.682,
0.400,0.682,
0.400,0.675,
0.400,0.675,
0.350,0.675,
0.350,0.682,
0.648,0.671,
0.648,0.643,
0.601,0.643,
0.601,0.643,
0.601,0.671,
0.648,0.671,
0.400,0.648,
0.350,0.648,
0.350,0.675,
0.350,0.675,
0.400,0.675,
0.400,0.648,
0.601,0.636,
0.648,0.636,
0.648,0.612,
0.648,0.612,
0.601,0.612,
0.601,0.636,
0.526,0.638,
0.529,0.636,
0.529,0.611,
0.529,0.611,
0.526,0.608,
0.526,0.638,
0.533,0.671,
0.533,0.643,
0.529,0.643,
0.529,0.643,
0.529,0.671,
0.533,0.671,
0.475,0.648,
0.471,0.648,
0.471,0.675,
0.471,0.675,
0.475,0.675,
0.475,0.648,
0.529,0.611,
0.529,0.636,
0.533,0.636,
0.533,0.636,
0.533,0.611,
0.529,0.611,
0.475,0.698,
0.475,0.682,
0.471,0.682,
0.471,0.682,
0.471,0.698,
0.475,0.698,
0.533,0.677,
0.533,0.671,
0.529,0.671,
0.529,0.671,
0.529,0.677,
0.533,0.677,
0.533,0.643,
0.533,0.636,
0.529,0.636,
0.529,0.636,
0.529,0.643,
0.533,0.643,
0.475,0.675,
0.471,0.675,
0.471,0.682,
0.471,0.682,
0.475,0.682,
0.475,0.675,
0.471,0.642,
0.471,0.648,
0.475,0.648,
0.475,0.648,
0.475,0.642,
0.471,0.642,
0.503,0.623,
0.503,0.608,
0.501,0.611,
0.501,0.611,
0.500,0.623,
0.503,0.623,
0.666,0.682,
0.673,0.676,
0.666,0.677,
0.666,0.677,
0.661,0.685,
0.666,0.682,
0.679,0.670,
0.681,0.644,
0.675,0.643,
0.675,0.643,
0.675,0.669,
0.679,0.670,
0.318,0.675,
0.323,0.673,
0.321,0.648,
0.321,0.648,
0.313,0.649,
0.318,0.675,
0.675,0.612,
0.670,0.612,
0.674,0.637,
0.674,0.637,
0.680,0.636,
0.675,0.612,
0.668,0.643,
0.675,0.643,
0.674,0.637,
0.674,0.637,
0.668,0.636,
0.668,0.643,
0.330,0.675,
0.323,0.673,
0.325,0.679,
0.325,0.679,
0.334,0.681,
0.330,0.675,
0.673,0.676,
0.675,0.669,
0.667,0.671,
0.667,0.671,
0.666,0.677,
0.673,0.676,
0.321,0.642,
0.321,0.648,
0.330,0.648,
0.330,0.648,
0.329,0.641,
0.321,0.642,
0.601,0.677,
0.601,0.689,
0.648,0.689,
0.648,0.689,
0.648,0.677,
0.601,0.677,
0.400,0.675,
0.400,0.682,
0.449,0.682,
0.449,0.682,
0.449,0.675,
0.400,0.675,
0.330,0.675,
0.350,0.675,
0.350,0.648,
0.350,0.648,
0.330,0.648,
0.330,0.675,
0.449,0.698,
0.471,0.698,
0.471,0.682,
0.471,0.682,
0.449,0.682,
0.449,0.698,
0.601,0.643,
0.601,0.636,
0.554,0.636,
0.554,0.636,
0.554,0.643,
0.601,0.643,
0.648,0.671,
0.648,0.677,
0.666,0.677,
0.666,0.677,
0.667,0.671,
0.648,0.671,
0.330,0.648,
0.350,0.648,
0.350,0.642,
0.350,0.642,
0.329,0.641,
0.330,0.648,
0.350,0.693,
0.350,0.682,
0.334,0.681,
0.334,0.681,
