-0.125,-0.831,-0.542,
-0.315,-0.345,-0.884,
0.049,-0.361,-0.931,
0.049,-0.361,-0.931,
0.026,-0.839,-0.544,
-0.125,-0.831,-0.542,
-0.843,0.386,-0.375,
-0.917,0.000,-0.398,
-1.000,0.000,-0.000,
-1.000,0.000,-0.000,
-0.932,0.361,-0.000,
-0.843,0.386,-0.375,
-0.737,-0.676,0.000,
-0.085,-0.996,0.000,
-0.047,-0.979,-0.196,
-0.047,-0.979,-0.196,
-0.378,-0.757,-0.533,
-0.737,-0.676,0.000,
-1.000,0.000,-0.000,
-0.917,0.000,-0.398,
-0.835,-0.368,-0.410,
-0.835,-0.368,-0.410,
-0.944,-0.329,-0.000,
-1.000,0.000,-0.000,
0.049,-0.361,-0.931,
0.053,0.000,-0.999,
0.377,0.000,-0.926,
0.377,0.000,-0.926,
0.345,-0.337,-0.876,
0.049,-0.361,-0.931,
0.532,-0.847,0.000,
0.403,-0.824,-0.398,
0.056,-0.977,-0.206,
0.056,-0.977,-0.206,
0.083,-0.997,0.000,
0.532,-0.847,0.000,
0.047,0.391,-0.919,
0.363,0.399,-0.842,
0.377,0.000,-0.926,
0.377,0.000,-0.926,
0.053,0.000,-0.999,
0.047,0.391,-0.919,
-0.843,0.386,-0.375,
-0.320,0.386,-0.865,
-0.343,0.000,-0.939,
-0.343,0.000,-0.939,
-0.917,0.000,-0.398,
-0.843,0.386,-0.375,
-0.315,-0.345,-0.884,
-0.835,-0.368,-0.410,
-0.917,0.000,-0.398,
-0.917,0.000,-0.398,
-0.343,0.000,-0.939,
-0.315,-0.345,-0.884,
0.026,-0.839,-0.544,
0.010,-0.968,-0.249,
-0.047,-0.979,-0.196,
-0.047,-0.979,-0.196,
-0.125,-0.831,-0.542,
0.026,-0.839,-0.544,
0.056,-0.977,-0.206,
0.010,-0.968,-0.249,
0.026,-0.839,-0.544,
0.026,-0.839,-0.544,
0.145,-0.820,-0.554,
0.056,-0.977,-0.206,
0.047,0.391,-0.919,
-0.320,0.386,-0.865,
-0.185,0.871,-0.455,
-0.185,0.871,-0.455,
0.023,0.872,-0.489,
0.047,0.391,-0.919,
-0.843,0.386,-0.375,
